Código da notícia 2022,Data da notícia,Região,UF,MUNICÍPIO,ID,Ação Matriz,Ação derivada,Nome do movimento,Cadastrar novo movimento,Datas da ação,ODS,Cadastrar nova pauta,Pautas da ação,Data incompleta,Bioma
FLO050922C,"set. 5, 2022",Nordeste , Bahia , Prado,2925501,Comunicativa, Carta Pública de Denúncia Online,Outros,,Data inicial: 05/09/2022 Data final: 05/09/2022,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Racismo étnico​
Políticas indigenistas​
Marco temporal​
Direito ao território​
Segurança Territorial​
Direitos originários​
Patrimônio territorial​",,Mata Atlântica
FLO040922A,"set. 4, 2022",Nordeste , Bahia , Prado,2925501,Comunicativa, Carta Pública de Denúncia Online,Outros,,undefined,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Racismo étnico​
Demarcação de terras​
Políticas indigenistas​
Direito ao território​
Segurança Territorial​
Direitos originários​
Patrimônio territorial​",,Mata Atlântica
FLO050922D,"set. 5, 2022",Nordeste , Bahia , Prado,2925501,Ocupação de espaço público ou privado ,Bloqueio de acesso,"Outros
Povo Pataxó",,Data inicial: 04/09/2022 Data final: 04/09/2022,"11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre",,"Demarcação de terras​
Políticas indigenistas​
Direito ao território​
Segurança Territorial​
Direitos originários​
Patrimônio territorial​",,Mata Atlântica
FLO080922C,"set. 8, 2022",Nordeste , Bahia , Prado,2925501,Ocupação de espaço público ou privado , Ocupação de Espaço Público,Povo Pataxó,,Data inicial: 07/09/2022 Data final: 07/09/2022,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Racismo étnico​
Direito ao território​
Segurança Territorial​
Patrimônio territorial​",,Mata Atlântica
FLO070922A,"set. 7, 2022",Nordeste , Bahia , Prado,2925501,Comunicativa,Ofício,Outros,,Data inicial: 07/09/2022 Data final: 07/09/2022,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Demarcação de terras​
Políticas indigenistas​
Direito ao território​
Segurança Territorial​
Patrimônio territorial​",,Mata Atlântica
FLO020722D,"jul. 2, 2022",Nordeste , Bahia , Prado,2925501,Paraestatal, Autodefesa do Território,"Outros
Povo Pataxó",Federação Indígena das Nações Pataxó e Tupinambá do Extremo Sul da Bahia (Finpat),undefined,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,Segurança Territorial​,,NI
FLO260922D,"set. 26, 2022",Nordeste , Bahia , Prado,2925501,Evento ,Conferência,Outros,"Indígenas; Quilombolas; Quebradeiras de coco babaçu; Camponesas; Ativistas; Pesquisadores; Advogados populares; Assentados e acampados em luta pela reforma agrária; Lideranças de sindicato; Organizações e movimentos sociais de estados brasileiros (Espírito Santo, Bahia, Rio de Janeiro, São Paulo e Maranhão); Organizações e movimentos sociais de países impactados pelos monocultivos (Argentina e Uruguai); Liderança da Coordenação Nacional de Articulação das Comunidades Negras Rurais Quilombolas-ES; Liderança Comissão Quilombola Sapê do Norte.",Data inicial: 16/09/2022 Data final: 19/09/2022,"3; Saúde e Bem-Estar
13; Ação Contra Mudança Global do Clima
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Defesa ambiental​
Preservação ambiental​
Demarcação de terras​
Direito ao território​
Segurança Territorial​
Cultura​
Desmatamento​
Direitos originários​
Patrimônio territorial​",,Mata Atlântica
FLO210922C,"set. 21, 2022",Nordeste , Bahia , Prado,2925501,Comunicativa, Carta Cosmopolítica,Outros,"Indígenas; Quilombolas; Quebradeiras de coco babaçu; Camponesas; Ativistas; Pesquisadores; Advogados populares; Assentados e acampados em luta pela reforma agrária; Lideranças de sindicato; Organizações e movimentos sociais de estados brasileiros (Espírito Santo, Bahia, Rio de Janeiro, São Paulo e Maranhão); Organizações e movimentos sociais de países impactados pelos monocultivos (Argentina e Uruguai); Liderança da Coordenação Nacional de Articulação das Comunidades Negras Rurais Quilombolas-ES; Liderança Comissão Quilombola Sapê do Norte.",Data inicial: 21/09/2022 Data final: 21/09/2022,"3; Saúde e Bem-Estar
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Defesa ambiental​
Preservação ambiental​
Demarcação de terras​
Direito ao território​
Segurança Territorial​
Cultura​
Desmatamento​
Direitos originários​",,Mata Atlântica
FLO040522B,"mai. 1, 2022",Nordeste , Bahia , Salvador,2927408,Evento , Feira,Outros,"Tupinambá, Tumbalalá, Pataxó Hã-Hã-Hãe, Kiriri-Xocó, Xuku-Kariri, Kiriri, Tuxá, Xukurú e Funiô",Data inicial: 30/042022 Data final: 01/05/2022,"10; Redução das Desigualdades
14; Vida na Água
15; Vida Terrestre",,"Direito ao território​
Cultura​
Autonomia​
Saberes tradicionais​",,"Caatinga
Mata Atlântica"
FLO270422C,"abr. 27, 2022",Nordeste , Bahia , Salvador,2927408,Encontro , Reunião de Reivindicação de Ato do Legislativo,Outros,Povo Pataxó hã hã hãe,Data inicial: 26/04/2022 Data final: 26/04/2022,"4; Educação de Qualidade
16; Paz Justiça e Instituições Eficazes",,"Demarcação de terras​
Educação​
Direitos originários​",,Mata Atlântica
FLO070622A,"jun. 7, 2022",Nordeste , Bahia , Salvador,2927408,Ocupação de espaço público ou privado , Ocupação de Espaço Público,NI,,undefined,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Demarcação de terras​
Direito ao território​
Segurança Territorial​",,Mata Atlântica
FLO270422E,"abr. 22, 2022",Nordeste , Bahia , Salvador,2927408,Deslocamento Coletivo , Marcha,Outros,Movimento Unidos dos Povos Indígenas (Mupoiba);,Data inicial: 27/04/2022 Data final: 27/04/2022,"10; Redução das Desigualdades
11; Cidades e Comunidades Sustentáveis
16; Paz Justiça e Instituições Eficazes",,"Saúde indígena​
Educação​
Direitos originários​",,Mata Atlântica
FLO260922F,"set. 26, 2022",Nordeste , Bahia , Salvador,2927408,Encontro ,Reunião de negociação,Outros,Comunidades do território quilombola de Ilha de Maré.,Data inicial: 26/09/2022 Data final: 26/09/2022,"3; Saúde e Bem-Estar
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Preservação ambiental​
Saúde quilombola​",,Mata Atlântica
FLO060422C,"abr. 6, 2022",Nordeste , Bahia , Santa Cruz Cabrália,2927705,Interseccionalidade institucional , Participação em Audiência Publica,Outros,Conselho de Cacique (Pataxó),Data inicial: 05/04/2022 Data final: 05/04/2022,"11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre",Regularização fundiária,"Demarcação de terras​
Direitos originários​",,Mata Atlântica
FLO111122A,"nov. 11, 2022",Nordeste , Bahia , Teixeira de Freitas,2931350,Comunicativa, Carta Pública de Denúncia,Povo Pataxó,,Data inicial: 11/11/2022 Data final: 11/11/2022,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Grileiros; Violação de Direitos; Ameaças,"Outros
Segurança Territorial​",,Mata Atlântica
FLO020522A,"mai. 1, 2022",Nordeste , Ceará , Caucaia,2303709,Deslocamento Coletivo , Marcha,Outros,Ambientalistas e Povo Anacé,,"3; Saúde e Bem-Estar
6; Água Potável e Saneamento
7; Energia Limpa e Acessível
9; Indústria, Inovação e Infraestrutura
11; Cidades e Comunidades Sustentáveis
12; Consumo e Produção Responsáveis
13; Ação Contra Mudança Global do Clima
14; Vida na Água
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes
17; Parcerias e Meios de Implementação",,"Defesa ambiental​
Mudanças Climáticas​",,Caatinga
FLO171121B,"nov. 15, 2021",Nordeste , Ceará , Caucaia,2303709,Comunicativa, Entrevista Concedida,Outros,Cacique Roberto Ytaisaba; Edivand,Data inicial: 15/11/2022 Data final: 15/11/2022,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Retomada; Queimada Ilegal; Território Ancestral,"Demarcação de terras​
Direito ao território​
Cultura​",,Mata Atlântica
FLO150322A,"mar. 15, 2022",Nordeste , Ceará , Fortaleza,2304400,Ocupação de espaço público ou privado , Ocupação de Área Concedida E Gestão Privatizada,Movimento dos Atingidos por Barragens (MAB),,Data inicial: 14/03/2022 Data final: 15/03/2022,"10; Redução das Desigualdades
14; Vida na Água",Tarifa Social; Baixa Renda,"Defesa ambiental​
Barragens ​",,Mata Atlântica
FLO250122E,"jan. 25, 2022",Nordeste , Ceará , Fortaleza,2304400,Ocupação de espaço público ou privado , Ocupação de Espaço Público,Movimento dos Atingidos por Barragens (MAB),,Data inicial: 25/01/2022 Data final: 25/01/2022,"11; Cidades e Comunidades Sustentáveis
12; Consumo e Produção Responsáveis
14; Vida na Água
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Defesa ambiental​
Preservação ambiental​
Mineração​
Barragens ​",,Caatinga
FLO200922D,"set. 20, 2022",Nordeste , Ceará , Maracanaú,2307650,Encontro , Reunião de Negociação,Outros,Lideranças Povo Pitaguary,Data inicial: 20/09/2022 Data final: 20/09/2022,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Saúde indígena​
Idiomas indígenas​
Cultura​
Direitos originários​
Patrimônio territorial​",,Caatinga
FLO050922B,"set. 5, 2022",Nordeste , Maranhão , Amarante do Maranhão,2100600,Comunicativa, Carta Pública de Denúncia,Outros,,Data inicial: 05/09/2022 Data final: 05/09/2022,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Autonomia
Segurança Territorial​
Direitos originários​",,"Amazônia
Cerrado"
FLO070922B,"set. 7, 2022",Nordeste , Maranhão , Amarante do Maranhão,2100600,Encontro ,Reunião de denúncia,Outros,Comissão de caciques do Povo Guajajara; e Povo Awa Guajá),,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Racismo étnico​
Demarcação de terras​
Direito ao território​
Segurança Territorial​
Direitos originários​",NI/09/2022,"Amazônia
Cerrado"
FLO091222A,"dez. 9, 2022",Nordeste , Maranhão , Amarante do Maranhão,2100600,Comunicativa, Carta Pública de Denúncia,Outros,Guardiões da Floresta da Associação Ka’a Iwar,Data inicial: 04/12/2022 Data final: 04/12/2022,"3; Saúde e Bem-Estar
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Políticas indigenistas​
Direito ao território​
Segurança Territorial​
Desmatamento​
Direitos originários​
Patrimônio territorial​",,Amazônia
FLO091222B,"dez. 9, 2022",Nordeste , Maranhão , Amarante do Maranhão,2100600,Paraestatal, Vigilância,Outros,Guardiões da Floresta da Associação Ka’a Iwar,Data inicial: 23/11/2022 Data final: 25/11/2022,"3; Saúde e Bem-Estar
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Combate ao garimpo​
Defesa ambiental​
Segurança Territorial​",,Amazônia
FLO060922H,"set. 6, 2022",Nordeste , Maranhão , Arame,2100956,Encontro ,Reunião de negociação,Outros,Povo Awa Guajá; Povo Guajajara,Data inicial: 05/09/2022 Data final: 05/09/2022,"10; Redução das Desigualdades
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Eleições 2022,Outros,,Amazônia
FLO190222B,"fev. 19, 2022",Nordeste , Maranhão , Arari,2101004,Comunicativa, Nota de Repúdio,Outros,"comunidades quilombolas de Cedro, Flexeiras e Santo Antônio",,16; Paz Justiça e Instituições Eficazes,,"Demarcação de terras​
Segurança Territorial​",NI/02/2022,Amazônia
FLO050822C,"ago. 5, 2022",Nordeste , Maranhão , Barra do Corda,2101608,Festividades e Ritual , Ritual Indígena,Outros,Povo Krenyê,Data inicial: 27/07/2022 Data final: 31/07/2022,16; Paz Justiça e Instituições Eficazes,Retomada identitária,"Outros
Demarcação de terras​
Direito ao território​
Cultura​
Direitos originários​
Patrimônio territorial​
Saberes tradicionais​",,Cerrado
FLO180722B,"jul. 18, 2022",Nordeste , Maranhão , Bom Jardim,2102002,Evento ,Conferência,Outros,Povo Guajajara; Povo Ka’apor; Povo Awá,Data inicial: 19/07/2022 Data final: 21/07/2022,"3; Saúde e Bem-Estar
5; Igualdade de Gênero",,"Autonomia
Questões de gênero​
Cultura​",,Amazônia
FLO071222A,"dez. 7, 2022",Nordeste , Maranhão , Carolina,2102804,Evento , Conferência,Outros,Associação Wyty Catë; Articulação das Mulheres Indígenas do Maranhão – AMIMA; Coordenação das Organizações e Articulações dos Povos Indígenas do Maranhão – COAPIMA; Povo Krahô; Povo Apinayé; Povo Krikati; Povo Gavião Pyhcop Catiji; Povo Apanjekrá – Canela; Memortumré – Kanela; Povo Guajajara; Pueblo of Laguna (Novo México); Quapaw Nation (Oklahoma); Anishinaabe-Ojibwe (Michigan);  Huslia Tribe (Alasca); Cherokee Nation of Oklahoma; Tolowa Dee-ni’ Nation (Califórnia),Data inicial: 08/11/2022 Data final: 13/11/2022,"3; Saúde e Bem-Estar
8; Trabalho Decente e Crescimento Econômico
11; Cidades e Comunidades Sustentáveis
12; Consumo e Produção Responsáveis
14; Vida na Água
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes
17; Parcerias e Meios de Implementação",Intercâmbio científico,"Outros
Autonomia
Defesa ambiental​
Preservação ambiental​
Segurança Territorial​
Patrimônio territorial​",,Cerrado
FLO250122D,"jan. 25, 2022",Nordeste , Maranhão , Centro Novo do Maranhão,2103174,Encontro , Reunião de Articulação,Outros,Povo Ka’apor,Data inicial: 18/01/2022 Data final: 20/01/2022,"11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre",,"Defesa ambiental​
Direito ao território​
Segurança Territorial​
Direitos originários​",,Amazônia
FLO230522K,"mai. 23, 2022",Nordeste , Maranhão , Cândido Mendes,2102606,Interseccionalidade institucional ,Certificação,Outros,Associação Quilombola de São José dos Portugueses,,"8; Trabalho Decente e Crescimento Econômico
9; Indústria, Inovação e Infraestrutura
11; Cidades e Comunidades Sustentáveis",Agroindústria,"Autonomia
Cultura​
Saberes tradicionais​",NI/05/2022,Amazônia
FLO230522J,"ago. 26, 2023",Nordeste , Maranhão , Cândido Mendes,2102606,Festividades,Atividade festiva,Outros,Associação Quilombola de São José dos Portugueses,Data inicial: 21/05/2022 Data final: 21/05/2022,"9; Indústria, Inovação e Infraestrutura
11; Cidades e Comunidades Sustentáveis",Agroindústria,"Outros
Autonomia
Cultura​
Saberes tradicionais​",,Amazônia
FLO110722B,"jul. 11, 2022",Nordeste , Maranhão , Grajaú,2104800,Ocupação de espaço público ou privado , Ocupação de Espaço Público,NI,,undefined,3; Saúde e Bem-Estar,,"Saúde indígena​
Direitos originários​",,NI
FLO230922K,"set. 23, 2022",Nordeste , Maranhão , Imperatriz,2105302,Deslocamento Coletivo , Passeata,Outros,Povos indígenas do estado do Maranhão; Povo Guajajara,Data inicial: 19/09/2022 Data final: 19/09/2022,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Direito ao território​
Segurança Territorial​
Direitos originários​",,Cerrado
FLO260522D,"mai. 26, 2022",Nordeste , Maranhão , Lago Verde,2105906,Comunicativa, Nota de Repúdio,Movimento dos Atingidos por Barragens (MAB),,,10; Redução das Desigualdades,Justiça por assassinato/ Violência,Mineração​,NI/05/2022,Amazônia
FLO290922A,"set. 29, 2022",Nordeste , Maranhão , Santa Helena,2109809,Evento , Assembleia,Outros,Movimento ribeirinho; Movimento quebradeiras de coco; Movimento pescadores,Data inicial: 21/09/2022 Data final: 25/09/2022,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Autonomia
Demarcação de terras​
Direito ao território​
Cultura​
Desmatamento​
Direitos originários​
Saberes tradicionais​",,Amazônia
FLO290922B,"set. 29, 2022",Nordeste , Maranhão , Santa Helena,2109809,Comunicativa, Carta Cosmopolítica,Outros,Movimento ribeirinho; Movimento quebradeiras de coco; Movimento pescadores,Data inicial: 24/09/2022 Data final: 24/09/2022,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Autonomia
Demarcação de terras​
Direito ao território​
Cultura​
Desmatamento​
Direitos originários​",,Amazônia
FLO160922B,"set. 16, 2022",Nordeste , Maranhão , Santa Inês,2109908,Ocupação de espaço público ou privado , Retomada de Território/Patrimônio,Outros,Quilombo Onça,Data inicial: 13/09/2022 Data final: 13/09/2022,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Direito ao território​
Segurança Territorial​
Desmatamento​",,Amazônia
FLO190222A,"fev. 19, 2022",Nordeste , Maranhão , Santa Luzia do Paruá,2110039,Comunicativa, Entrevista Concedida,Outros,Ka’apor,undefined,16; Paz Justiça e Instituições Eficazes,,"Demarcação de terras​
Direitos originários​",NI/02/2022,Amazônia
FLO26032022B,"mar. 26, 2022",Nordeste , Maranhão , São Luís,2111300,Comunicativa, Participação em Coletiva de Imprensa,Movimento dos Atingidos por Barragens (MAB),,Data inicial: 25/03/2022 Data final: 25/03/2022,"14; Vida na Água
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Defesa ambiental​
Preservação ambiental​
Mineração​
Saneamento Básico​",,Amazônia
FLO060522C,"mai. 4, 2022",Nordeste , Maranhão , São Luís,2111300,Evento , Seminário,Outros,Instituto Chico Mendes de Conservação da Biodiversidade (ICMBio),Data inicial: 27/04/2022 Data final: 29/04/2022,"11; Cidades e Comunidades Sustentáveis
12; Consumo e Produção Responsáveis
13; Ação Contra Mudança Global do Clima
14; Vida na Água
15; Vida Terrestre",,"Defesa ambiental​
Preservação ambiental​",,"Amazônia
Caatinga"
FLO040322B,"mar. 4, 2022",Nordeste , Maranhão , São Luís,2111300,Encontro , Reunião de Articulação,Outros,Teia dos Povos e Comunidades Tradicionais do Maranhão; Quebradeiras de Coco; Pescadores Artesanais; Sertanejos; CIMI; CPT; Quebradeiras de Coco Babaçu (Miqcb); Movimento Quilombola do Maranhão (Moquibom; Conselho Pastoral dos Pescadores (CPP),Data inicial: 24/02/2022 Data final: 26/02/2022,15; Vida Terrestre,Bem-Viver,Direito ao território​,,"Amazônia
Cerrado"
FLO281122D,"nov. 28, 2022",Nordeste , Maranhão , São Luís,2111300,Curso de formação,Oficina,Outros,Conselho Indigenista Missionário (CIMI),Data inicial: 22/11/2022 Data final: 25/11/2022,4; Educação de Qualidade,,"Cultura​
Educação​",,Cerrado
FLO200722B,"jul. 20, 2022",Nordeste , Maranhão , São Luís,2111300,Comunicativa,Lançamento de livro,Outros,Conselho Indigenista Missionário (CIMI); Teia de Povos; Movimento Quilombola do Maranhão (Moquibom); Movimento interestadual de quebradeiras de coco babaçu (MIQCB); Comissão Pastoral da Terra (CPT); Conselho Pastoral de Pesca (CPP),undefined,"14; Vida na Água
15; Vida Terrestre",,Cultura​,,Amazônia
FLO021222B,"dez. 2, 2022",Nordeste , Maranhão , São Luís,2111300,Encontro , Reunião de Construção de Agenda,Outros,Conselho Indigenista Missionário (CIMI),Data inicial: 26/11/2022 Data final: 01/12/2022,"3; Saúde e Bem-Estar
16; Paz Justiça e Instituições Eficazes
17; Parcerias e Meios de Implementação",,"Combate ao garimpo​
Direito ao território​
Segurança Territorial​
Mineração​
Direitos originários​",,NI
FLO260922B,"set. 26, 2022",Nordeste , Maranhão , São Luís,2111300,Evento , Feira,Outros,Agricultores familiares; Quebradeiras de coco babaçu; Quilombolas; Indígenas,Data inicial: 24/09/2022 Data final: 24/09/2022,"2; Fome Zero e Agricultura Sustentável
15; Vida Terrestre",,"Cultura​
Saberes tradicionais​",,Amazônia
FLO030922B,"set. 3, 2022",Nordeste , Maranhão , São Luís,2111300,Evento , Roda de Conversa,Outros,Movimento Interestadual das Quebradeiras de Coco Babaçu,Data inicial: 03/09/2022 Data final: 03/09/2022,"2; Fome Zero e Agricultura Sustentável
8; Trabalho Decente e Crescimento Econômico
11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Autonomia
Defesa ambiental​
Florestania​
Saberes tradicionais​",,Mata Atlântica
FLO030922C,"mai. 29, 2023",Nordeste , Maranhão , São Luís,2111300,Comunicativa,Carta de compromisso,Outros,Movimento Interestadual das Quebradeiras de Coco Babaçu,Data inicial: 03/09/2022 Data final: 03/09/2022,"2; Fome Zero e Agricultura Sustentável
8; Trabalho Decente e Crescimento Econômico
11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Defesa ambiental​
Florestania​
Saberes tradicionais​",,Amazônia
FLO060522B,"mai. 6, 2022",Nordeste , Maranhão , Turiaçu,2112407,Festividades e Ritual , Ritual Indígena,Outros,Povo Akroá Gamella,Data inicial: 25/04/2022 Data final: 01/05/2022,"3; Saúde e Bem-Estar
14; Vida na Água
15; Vida Terrestre",,"Autonomia
Racismo institucional​
Racismo étnico​
Cultura​
Saberes tradicionais​",,"Amazônia
Caatinga"
FLO060922A,"set. 6, 2022",Nordeste , Maranhão , Viana,2112803,Evento , Assembleia,Outros,,Data inicial: 04/09/2022 Data final: 04/09/2022,"11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Demarcação de terras​
Políticas indigenistas​
Marco temporal​
Direito ao território​
Direitos originários​
Patrimônio territorial​",,Amazônia
FLO180222D,"fev. 18, 2022",Nordeste , Maranhão , Viana,2112803,Judicialização , Ação Civil Publica,Outros,Povo Akroá Gamela,undefined,16; Paz Justiça e Instituições Eficazes,,"Direito ao território​
Direitos originários​",N/12/2022,Amazônia
FLO060122D,"jan. 6, 2022",Nordeste , Maranhão , Viana,2112803,Festividades e Ritual , Cerimônia Festiva,Outros,Associação de Moradores do Quilombo Aguiar; Associação das Comunidades Negras Rurais Quilombolas do Maranhão- ACONERUQ,Data inicial: 05/01/2022 Data final: 05/01/2022,"11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Direito ao território​
Patrimônio territorial​",,Amazônia
